Year,FullTeam,ID,Payroll
2006,Detroit Tigers,11,82612866
2006,Florida Marlins,34,14998500
2006,Houston Astros,13,92551503
2006,Kansas City Royals,14,47294000
2006,Los Angeles Dodgers,15,98447187
2006,Milwaukee Brewers,16,57568333
2006,Minnesota Twins,17,63396006
2006,New York Mets,19,101084963
2006,New York Yankees,20,194663079
2006,Oakland Athletics,21,62243079
2006,Philadelphia Phillies,22,88273333
2006,Pittsburgh Pirates,23,46717750
2006,San Diego Padres,24,69896141
2006,San Francisco Giants,25,90056419
2006,Seattle Mariners,26,87959833
2006,St. Louis Cardinals,27,88891371
2006,Tampa Bay Rays,28,35417967
2006,Texas Rangers,29,68228662
2006,Toronto Blue Jays,30,71915000
2006,Washington Nationals,32,63143000
2006,Los Angeles Angels,36,103472000
2005,Arizona Diamondbacks,2,62329166
2005,Atlanta Braves,3,86457302
2005,Baltimore Orioles,4,73914333
2005,Boston Red Sox,5,123505125
2005,Chicago Cubs,6,87032933
2005,Chicago White Sox,7,75178000
2005,Cincinnati Reds,8,61892583
2005,Cleveland Indians,35,41502500
2005,Colorado Rockies,10,48155000
2005,Detroit Tigers,11,69092000
2005,Florida Marlins,34,60408834
2005,Houston Astros,13,76779000
2005,Kansas City Royals,14,36881000
2005,Los Angeles Dodgers,15,83039000
2005,Milwaukee Brewers,16,39934833
2005,Minnesota Twins,17,56186000
2005,New York Mets,19,101305821
2005,New York Yankees,20,208306817
2005,Oakland Athletics,21,55425762
2005,Philadelphia Phillies,22,95522000
2005,Pittsburgh Pirates,23,38133000
2005,San Diego Padres,24,63290833
2005,San Francisco Giants,25,90199500
2005,Seattle Mariners,26,87754334
2005,St. Louis Cardinals,27,92106833
2005,Tampa Bay Rays,28,29679067
2005,Texas Rangers,29,55849000
2005,Toronto Blue Jays,30,45719500
2005,Washington Nationals,32,48581500
2005,Los Angeles Angels of Ana,36,97725322
2004,Anaheim Angels,36,100534667
2004,Arizona Diamondbacks,2,69780750
2004,Atlanta Braves,3,90182500
2004,Baltimore Orioles,4,51623333
2004,Boston Red Sox,5,127298500
2004,Chicago Cubs,6,90560000
2004,Chicago White Sox,7,65212500
2004,Cincinnati Reds,8,46615250
2004,Cleveland Indians,35,34319300
2004,Colorado Rockies,10,65445167
2004,Detroit Tigers,11,46832000
2004,Florida Marlins,34,42143042
2004,Houston Astros,13,75397000
2004,Kansas City Royals,14,47609000
2004,Los Angeles Dodgers,15,92902001
2004,Milwaukee Brewers,16,27528500
2004,Minnesota Twins,17,53585000
2004,Montreal Expos,32,41197500
2004,New York Mets,19,96660970
2004,New York Yankees,20,184193950
2004,Oakland Athletics,21,59425667
2004,Philadelphia Phillies,22,93219167
2004,Pittsburgh Pirates,23,32227929
2004,San Diego Padres,24,55384833
2004,San Francisco Giants,25,82019166
2004,Seattle Mariners,26,81515834
2004,St. Louis Cardinals,27,83228333
2004,Tampa Bay Rays,28,29556667
2004,Texas Rangers,29,55050417
2004,Toronto Blue Jays,30,50017000
2003,Anaheim Angels,36,79031667
2003,Arizona Diamondbacks,2,80640333
2003,Atlanta Braves,3,106243667
2003,Baltimore Orioles,4,73877500
2003,Boston Red Sox,5,99946500
2003,Chicago Cubs,6,79868333
2003,Chicago White Sox,7,51010000
2003,Cincinnati Reds,8,59355667
2003,Cleveland Indians,35,45584834
2003,Colorado Rockies,10,67179667
2003,Detroit Tigers,11,49168000
2003,Florida Marlins,34,49050000
2003,Houston Astros,13,71040000
2003,Kansas City Royals,14,40518000
2003,Los Angeles Dodgers,15,105872620
2003,Milwaukee Brewers,16,40627000
2003,Minnesota Twins,17,55505000
2003,Montreal Expos,32,51948500
2003,New York Mets,19,117176429
2003,New York Yankees,20,152749814
2003,Oakland Athletics,21,50260834
2003,Philadelphia Phillies,22,70780000
2003,Pittsburgh Pirates,23,54812429
2003,San Diego Padres,24,47928000
2003,San Francisco Giants,25,82852167
2003,Seattle Mariners,26,86959167
2003,St. Louis Cardinals,27,83486666
2003,Tampa Bay Rays,28,19630000
2003,Texas Rangers,29,103491667
2003,Toronto Blue Jays,30,51269000
2002,Anaheim Angels,36,61721667
2002,Arizona Diamondbacks,2,102819999
2002,Atlanta Braves,3,93470367
2002,Baltimore Orioles,4,60493487
2002,Boston Red Sox,5,108366060
2002,Chicago Cubs,6,75690833
2002,Chicago White Sox,7,57052833
2002,Cincinnati Reds,8,45050390
2002,Cleveland Indians,35,78909449
2002,Colorado Rockies,10,56851043
2002,Detroit Tigers,11,55048000
2002,Florida Marlins,34,41979917
2002,Houston Astros,13,63448417
2002,Kansas City Royals,14,47257000
2002,Los Angeles Dodgers,15,94850953
2002,Milwaukee Brewers,16,50287833
2002,Minnesota Twins,17,40225000
2002,Montreal Expos,32,38670500
2002,New York Mets,19,94633593
2002,New York Yankees,20,125928583
2002,Oakland Athletics,21,40004167
2002,Philadelphia Phillies,22,57957999
2002,Pittsburgh Pirates,23,42323599
2002,San Diego Padres,24,41425000
2002,San Francisco Giants,25,78299835
2002,Seattle Mariners,26,80282668
2002,St. Louis Cardinals,27,74660875
2002,Tampa Bay Rays,28,34380000
2002,Texas Rangers,29,105726122
2002,Toronto Blue Jays,30,76864333
2001,Anaheim Angels,36,47735168
2001,Arizona Diamondbacks,2,85247999
2001,Atlanta Braves,3,91936166
2001,Baltimore Orioles,4,74279540
2001,Boston Red Sox,5,109675833
2001,Chicago Cubs,6,64515833
2001,Chicago White Sox,7,65628667
2001,Cincinnati Reds,8,48784000
2001,Cleveland Indians,35,92660001
2001,Colorado Rockies,10,71541334
2001,Detroit Tigers,11,49356167
2001,Florida Marlins,34,35562500
2001,Houston Astros,13,60387667
2001,Kansas City Royals,14,35422500
2001,Los Angeles Dodgers,15,109105953
2001,Milwaukee Brewers,16,45099333
2001,Minnesota Twins,17,24130000
2001,Montreal Expos,32,34849500
2001,New York Mets,19,93674428
2001,New York Yankees,20,112287143
2001,Oakland Athletics,21,33810750
2001,Philadelphia Phillies,22,41663833
2001,Pittsburgh Pirates,23,57760833
2001,San Diego Padres,24,38882833
2001,San Francisco Giants,25,63280167
2001,Seattle Mariners,26,74720834
2001,St. Louis Cardinals,27,78333333
2001,Tampa Bay Rays,28,56980000
2001,Texas Rangers,29,88633500
2001,Toronto Blue Jays,30,76895999
2000,Anaheim Angels,36,55766667
2000,Arizona Diamondbacks,2,77880333
2000,Atlanta Braves,3,82732500
2000,Baltimore Orioles,4,83141198
2000,Boston Red Sox,5,81210333
2000,Chicago Cubs,6,62129333
2000,Chicago White Sox,7,31159000
2000,Cincinnati Reds,8,44217500
2000,Cleveland Indians,35,76508334
2000,Colorado Rockies,10,64130857
2000,Detroit Tigers,11,61740167
2000,Florida Marlins,34,19870000
2000,Houston Astros,13,52356667
2000,Kansas City Royals,14,23132500
2000,Los Angeles Dodgers,15,90725953
2000,Milwaukee Brewers,16,35782833
2000,Minnesota Twins,17,15654500
2000,Montreal Expos,32,33527666
2000,New York Mets,19,79759762
2000,New York Yankees,20,92938260
2000,Oakland Athletics,21,32121833
2000,Philadelphia Phillies,22,46947667
2000,Pittsburgh Pirates,23,29561667
2000,San Diego Padres,24,54971000
2000,San Francisco Giants,25,53541000
2000,Seattle Mariners,26,59215000
2000,St. Louis Cardinals,27,63993023
2000,Tampa Bay Rays,28,64407910
2000,Texas Rangers,29,70785000
2000,Toronto Blue Jays,30,46363332
1999,Anaheim Angels,36,49893166
1999,Arizona Diamondbacks,2,70370999
1999,Atlanta Braves,3,75065000
1999,Baltimore Orioles,4,70818363
1999,Boston Red Sox,5,71720000
1999,Chicago Cubs,6,55368500
1999,Chicago White Sox,7,24550000
1999,Cincinnati Reds,8,42142761
1999,Cleveland Indians,35,73853962
1999,Colorado Rockies,10,54392504
1999,Detroit Tigers,11,34959666
1999,Florida Marlins,34,15150000
1999,Houston Astros,13,55289000
1999,Kansas City Royals,14,16527000
1999,Los Angeles Dodgers,15,71135786
1999,Milwaukee Brewers,16,42927395
1999,Minnesota Twins,17,16355000
1999,Montreal Expos,32,16363000
1999,New York Mets,19,71331425
1999,New York Yankees,20,88130709
1999,Oakland Athletics,21,24150333
1999,Philadelphia Phillies,22,30516500
1999,Pittsburgh Pirates,23,24217666
1999,San Diego Padres,24,45932179
1999,San Francisco Giants,25,46059557
1999,Seattle Mariners,26,44371336
1999,St. Louis Cardinals,27,46248195
1999,Tampa Bay Rays,28,37812500
1999,Texas Rangers,29,81301598
1999,Toronto Blue Jays,30,48165333
1998,Anaheim Angels,36,38537000
1998,Arizona Diamondbacks,2,29161500
1998,Atlanta Braves,3,59536000
1998,Baltimore Orioles,4,70408134
1998,Boston Red Sox,5,51647000
1998,Chicago Cubs,6,49383000
1998,Chicago White Sox,7,36840000
1998,Cincinnati Reds,8,21995000
1998,Cleveland Indians,35,59033499
1998,Colorado Rockies,10,47433333
1998,Detroit Tigers,11,22625000
1998,Florida Marlins,34,33434000
1998,Houston Astros,13,40629000
1998,Kansas City Royals,14,32912500
1998,Los Angeles Dodgers,15,47970000
1998,Milwaukee Brewers,16,32252583
1998,Minnesota Twins,17,26182500
1998,Montreal Expos,32,9202000
1998,New York Mets,19,49559665
1998,New York Yankees,20,63159898
1998,Oakland Athletics,21,20063000
1998,Philadelphia Phillies,22,36085000
1998,Pittsburgh Pirates,23,13752000
1998,San Diego Padres,24,45368000
1998,San Francisco Giants,25,40320835
1998,Seattle Mariners,26,52032291
1998,St. Louis Cardinals,27,52572500
1998,Tampa Bay Rays,28,25317500
1998,Texas Rangers,29,54704595
1998,Toronto Blue Jays,30,48415000
1997,Anaheim Angels,36,29452672
1997,Atlanta Braves,3,50488500
1997,Baltimore Orioles,4,54871399
1997,Boston Red Sox,5,43232000
1997,Chicago Cubs,6,39829333
1997,Chicago White Sox,7,54377500
1997,Cincinnati Reds,8,43267000
1997,Cleveland Indians,35,54130232
1997,Colorado Rockies,10,42870501
1997,Detroit Tigers,11,16304500
1997,Florida Marlins,34,47753000
1997,Houston Astros,13,32935000
1997,Kansas City Royals,14,31225000
1997,Los Angeles Dodgers,15,43400000
1997,Milwaukee Brewers,16,21320332
1997,Minnesota Twins,17,25747500
1997,Montreal Expos,32,18335500
1997,New York Mets,19,38474567
1997,New York Yankees,20,59148877
1997,Oakland Athletics,21,21911000
1997,Philadelphia Phillies,22,35463500
1997,Pittsburgh Pirates,23,9071666
1997,San Diego Padres,24,34698672
1997,San Francisco Giants,25,33469213
1997,Seattle Mariners,26,39667628
1997,St. Louis Cardinals,27,44179167
1997,Texas Rangers,29,50112268
1997,Toronto Blue Jays,30,45894833
1996,Atlanta Braves,3,47390000
1996,Baltimore Orioles,4,48726832
1996,Boston Red Sox,5,39676000
1996,Chicago Cubs,6,30954000
1996,Chicago White Sox,7,41940000
1996,Cincinnati Reds,8,40719334
1996,Cleveland Indians,35,45317914
1996,Colorado Rockies,10,34918490
1996,Detroit Tigers,11,21941000
1996,Florida Marlins,34,30079500
1996,Houston Astros,13,26894000
1996,Kansas City Royals,14,18480750
1996,Los Angeles Dodgers,15,34647000
1996,Milwaukee Brewers,16,20482000
1996,Minnesota Twins,17,21961500
1996,Montreal Expos,32,15410500
1996,New York Mets,19,23456500
1996,New York Yankees,20,52189370
1996,Oakland Athletics,21,19404500
1996,Philadelphia Phillies,22,28393500
1996,Pittsburgh Pirates,23,21253500
1996,San Diego Padres,24,27133026
1996,San Francisco Giants,25,34605225
1996,Seattle Mariners,26,39221501
1996,St. Louis Cardinals,27,38741666
1996,Texas Rangers,29,35862028
1996,Toronto Blue Jays,30,28486708
1996,California Angels,36,26892500
1995,Atlanta Braves,3,45199000
1995,Baltimore Orioles,4,40835519
1995,Boston Red Sox,5,28672250
1995,Chicago Cubs,6,32460834
1995,Chicago White Sox,7,39632834
1995,Cincinnati Reds,8,37240667
1995,Cleveland Indians,35,35185500
1995,Colorado Rockies,10,31146135
1995,Detroit Tigers,11,35862501
1995,Florida Marlins,34,23670000
1995,Houston Astros,13,31624000
1995,Kansas City Royals,14,27608834
1995,Los Angeles Dodgers,15,30459001
1995,Milwaukee Brewers,16,16189600
1995,Minnesota Twins,17,24527500
1995,Montreal Expos,32,12031000
1995,New York Mets,19,24301440
1995,New York Yankees,20,46654016
1995,Oakland Athletics,21,35961500
1995,Philadelphia Phillies,22,28580000
1995,Pittsburgh Pirates,23,17054300
1995,San Diego Padres,24,25923334
1995,San Francisco Giants,25,34931849
1995,Seattle Mariners,26,34241533
1995,St. Louis Cardinals,27,30956000
1995,Texas Rangers,29,32367226
1995,Toronto Blue Jays,30,49791500
1995,California Angels,36,28974167
1994,Atlanta Braves,3,40502167
1994,Baltimore Orioles,4,37669769
1994,Boston Red Sox,5,36334084
1994,Chicago Cubs,6,35717333
1994,Chicago White Sox,7,38413836
1994,Cincinnati Reds,8,39826333
1994,Cleveland Indians,35,28490167
1994,Colorado Rockies,10,22979000
1994,Detroit Tigers,11,40042501
1994,Florida Marlins,34,20275500
1994,Houston Astros,13,32041500
1994,Kansas City Royals,14,40481334
1994,Los Angeles Dodgers,15,37194001
1994,Milwaukee Brewers,16,23375513
1994,Minnesota Twins,17,27641500
1994,Montreal Expos,32,18955000
1994,New York Mets,19,29890324
1994,New York Yankees,20,44785334
1994,Oakland Athletics,21,33169500
1994,Philadelphia Phillies,22,31422000
1994,Pittsburgh Pirates,23,20265500
1994,San Diego Padres,24,13529333
1994,San Francisco Giants,25,40054300
1994,Seattle Mariners,26,27872167
1994,St. Louis Cardinals,27,28956001
1994,Texas Rangers,29,32423097
1994,Toronto Blue Jays,30,41937668
1994,California Angels,36,20691500
1993,Atlanta Braves,3,38131000
1993,Baltimore Orioles,4,26914000
1993,Boston Red Sox,5,37108583
1993,Chicago Cubs,6,38303166
1993,Chicago White Sox,7,34598166
1993,Cincinnati Reds,8,42851167
1993,Cleveland Indians,35,15717667
1993,Colorado Rockies,10,8829000
1993,Detroit Tigers,11,36548166
1993,Florida Marlins,34,18196545
1993,Houston Astros,13,28854500
1993,Kansas City Royals,14,40102666
1993,Los Angeles Dodgers,15,37833000
1993,Milwaukee Brewers,16,22948834
1993,Minnesota Twins,17,27284933
1993,Montreal Expos,32,14881334
1993,New York Mets,19,38350167
1993,New York Yankees,20,41305000
1993,Oakland Athletics,21,35535834
1993,Philadelphia Phillies,22,26812334
1993,Pittsburgh Pirates,23,23565667
1993,San Diego Padres,24,24557333
1993,San Francisco Giants,25,34567500
1993,Seattle Mariners,26,31616333
1993,St. Louis Cardinals,27,22615334
1993,Texas Rangers,29,35641959
1993,Toronto Blue Jays,30,45747666
1993,California Angels,36,27230334
1992,Atlanta Braves,3,32975333
1992,Baltimore Orioles,4,20997667
1992,Boston Red Sox,5,42203584
1992,Chicago Cubs,6,29060833
1992,Chicago White Sox,7,28413500
1992,Cincinnati Reds,8,35203999
1992,Cleveland Indians,35,8236166
1992,Detroit Tigers,11,28773834
1992,Houston Astros,13,13352000
1992,Kansas City Royals,14,33643834
1992,Los Angeles Dodgers,15,43788166
1992,Milwaukee Brewers,16,30253668
1992,Minnesota Twins,17,27432834
1992,Montreal Expos,32,15869667
1992,New York Mets,19,44352002
1992,New York Yankees,20,35966834
1992,Oakland Athletics,21,39957834
1992,Philadelphia Phillies,22,23804834
1992,Pittsburgh Pirates,23,32589167
1992,San Diego Padres,24,27584167
1992,San Francisco Giants,25,33126168
1992,Seattle Mariners,26,22483834
1992,St. Louis Cardinals,27,26889836
1992,Texas Rangers,29,29740667
1992,Toronto Blue Jays,30,43663666
1992,California Angels,36,33529854
1991,Atlanta Braves,3,20423500
1991,Baltimore Orioles,4,14627334
1991,Boston Red Sox,5,32767500
1991,Chicago Cubs,6,26923120
1991,Chicago White Sox,7,16830437
1991,Cincinnati Reds,8,25369166
1991,Cleveland Indians,35,18270000
1991,Detroit Tigers,11,23736334
1991,Houston Astros,13,11546000
1991,Kansas City Royals,14,28722662
1991,Los Angeles Dodgers,15,33216664
1991,Milwaukee Brewers,16,24398000
1991,Minnesota Twins,17,22431000
1991,Montreal Expos,32,20813500
1991,New York Mets,19,32590002
1991,New York Yankees,20,27815835
1991,Oakland Athletics,21,33632500
1991,Philadelphia Phillies,22,20298332
1991,Pittsburgh Pirates,23,23064667
1991,San Diego Padres,24,22585001
1991,San Francisco Giants,25,30839333
1991,Seattle Mariners,26,16126834
1991,St. Louis Cardinals,27,21435001
1991,Texas Rangers,29,22224500
1991,Toronto Blue Jays,30,27538751
1991,California Angels,36,31782501
1990,Atlanta Braves,3,13328334
1990,Baltimore Orioles,4,10037084
1990,Boston Red Sox,5,20983333
1990,Chicago Cubs,6,14496000
1990,Chicago White Sox,7,9496238
1990,Cincinnati Reds,8,14769500
1990,Cleveland Indians,35,15152000
1990,Detroit Tigers,11,18092238
1990,Houston Astros,13,18830000
1990,Kansas City Royals,14,23873745
1990,Los Angeles Dodgers,15,21618704
1990,Milwaukee Brewers,16,20019167
1990,Minnesota Twins,17,15106000
1990,Montreal Expos,32,16656388
1990,New York Mets,19,22518834
1990,New York Yankees,20,20991318
1990,Oakland Athletics,21,19987501
1990,Philadelphia Phillies,22,13953667
1990,Pittsburgh Pirates,23,15656000
1990,San Diego Padres,24,18588334
1990,San Francisco Giants,25,20942333
1990,Seattle Mariners,26,12941667
1990,St. Louis Cardinals,27,20923334
1990,Texas Rangers,29,15104372
1990,Toronto Blue Jays,30,18486834
1990,California Angels,36,21870000
1989,Atlanta Braves,3,9551334
1989,Baltimore Orioles,4,8176666
1989,Boston Red Sox,5,18553385
1989,Chicago Cubs,6,10165500
1989,Chicago White Sox,7,7595561
1989,Cincinnati Reds,8,11087000
1989,Cleveland Indians,35,8928500
1989,Detroit Tigers,11,15099596
1989,Houston Astros,13,16011000
1989,Kansas City Royals,14,15421662
1989,Los Angeles Dodgers,15,21584161
1989,Milwaukee Brewers,16,10373000
1989,Minnesota Twins,17,15540500
1989,Montreal Expos,32,12305389
1989,New York Mets,19,20013212
1989,New York Yankees,20,20562985
1989,Oakland Athletics,21,14602999
1989,Philadelphia Phillies,22,9640000
1989,Pittsburgh Pirates,23,11993500
1989,San Diego Padres,24,13094000
1989,San Francisco Giants,25,14094000
1989,Seattle Mariners,26,9547500
1989,St. Louis Cardinals,27,15555333
1989,Texas Rangers,29,10689500
1989,Toronto Blue Jays,30,16009666
1989,California Angels,36,14713833
1988,Atlanta Braves,3,9967167
1988,Baltimore Orioles,4,9995404
1988,Boston Red Sox,5,15544592
1988,Chicago Cubs,6,12339833
1988,Chicago White Sox,7,5906952
1988,Cincinnati Reds,8,8368833
1988,Cleveland Indians,35,7819500
1988,Detroit Tigers,11,15597071
1988,Houston Astros,13,13454667
1988,Kansas City Royals,14,11558873
1988,Los Angeles Dodgers,15,15462515
1988,Milwaukee Brewers,16,10214000
1988,Minnesota Twins,17,12154800
1988,Montreal Expos,32,8852333
1988,New York Mets,19,15502714
1988,New York Yankees,20,18909152
1988,Oakland Athletics,21,11380183
1988,Philadelphia Phillies,22,12998000
1988,Pittsburgh Pirates,23,7627500
1988,San Diego Padres,24,9878168
1988,San Francisco Giants,25,12188000
1988,Seattle Mariners,26,6545950
1988,St. Louis Cardinals,27,14000000
1988,Texas Rangers,29,6008000
1988,Toronto Blue Jays,30,11673725
1988,California Angels,36,10932388
